Generation,Word,Frequency
ryruw,bgp,xoatm,rsrg,axurj,axurj,1
ryruw,bgp,xoatm,rsrg,axurj,bgp,1
ryruw,bgp,xoatm,rsrg,axurj,rsrg,1
ryruw,bgp,xoatm,rsrg,axurj,ryruw,1
ryruw,bgp,xoatm,rsrg,axurj,xoatm,1
rykuw,bgf,eoatm,rsug,axgrj,axgrj,1
rykuw,bgf,eoatm,rsug,axgrj,bgf,1
rykuw,bgf,eoatm,rsug,axgrj,eoatm,1
rykuw,bgf,eoatm,rsug,axgrj,rsug,1
rykuw,bgf,eoatm,rsug,axgrj,rykuw,1
rykxw,bgf,eoatm,roug,akgrj,akgrj,1
rykxw,bgf,eoatm,roug,akgrj,bgf,1
rykxw,bgf,eoatm,roug,akgrj,eoatm,1
rykxw,bgf,eoatm,roug,akgrj,roug,1
rykxw,bgf,eoatm,roug,akgrj,rykxw,1
kykxw,agf,ematm,woug,akgrj,agf,1
kykxw,agf,ematm,woug,akgrj,akgrj,1
kykxw,agf,ematm,woug,akgrj,ematm,1
kykxw,agf,ematm,woug,akgrj,kykxw,1
kykxw,agf,ematm,woug,akgrj,woug,1
kokxw,agu,emahm,boug,lkgrj,agu,1
kokxw,agu,emahm,boug,lkgrj,boug,1
kokxw,agu,emahm,boug,lkgrj,emahm,1
kokxw,agu,emahm,boug,lkgrj,kokxw,1
kokxw,agu,emahm,boug,lkgrj,lkgrj,1
kokow,rgu,emahj,bcug,lkgaj,bcug,1
kokow,rgu,emahj,bcug,lkgaj,emahj,1
kokow,rgu,emahj,bcug,lkgaj,kokow,1
kokow,rgu,emahj,bcug,lkgaj,lkgaj,1
kokow,rgu,emahj,bcug,lkgaj,rgu,1
nokow,rgz,emahi,bcua,tkgaj,bcua,1
nokow,rgz,emahi,bcua,tkgaj,emahi,1
nokow,rgz,emahi,bcua,tkgaj,nokow,1
nokow,rgz,emahi,bcua,tkgaj,rgz,1
nokow,rgz,emahi,bcua,tkgaj,tkgaj,1
nokog,igz,esahi,bcra,tkaaj,bcra,1
nokog,igz,esahi,bcra,tkaaj,esahi,1
nokog,igz,esahi,bcra,tkaaj,igz,1
nokog,igz,esahi,bcra,tkaaj,nokog,1
nokog,igz,esahi,bcra,tkaaj,tkaaj,1
noktg,dgz,esapi,bcqa,tkmaj,bcqa,1
noktg,dgz,esapi,bcqa,tkmaj,dgz,1
noktg,dgz,esapi,bcqa,tkmaj,esapi,1
noktg,dgz,esapi,bcqa,tkmaj,noktg,1
noktg,dgz,esapi,bcqa,tkmaj,tkmaj,1
noktx,pgz,eoapi,ecqa,fkmaj,ecqa,1
noktx,pgz,eoapi,ecqa,fkmaj,eoapi,1
noktx,pgz,eoapi,ecqa,fkmaj,fkmaj,1
noktx,pgz,eoapi,ecqa,fkmaj,noktx,1
noktx,pgz,eoapi,ecqa,fkmaj,pgz,1
noktf,pgz,eorpi,ecqa,fkyaj,ecqa,1
noktf,pgz,eorpi,ecqa,fkyaj,eorpi,1
noktf,pgz,eorpi,ecqa,fkyaj,fkyaj,1
noktf,pgz,eorpi,ecqa,fkyaj,noktf,1
noktf,pgz,eorpi,ecqa,fkyaj,pgz,1
nokte,pgp,eorpd,ecpa,fkgaj,ecpa,1
nokte,pgp,eorpd,ecpa,fkgaj,eorpd,1
nokte,pgp,eorpd,ecpa,fkgaj,fkgaj,1
nokte,pgp,eorpd,ecpa,fkgaj,nokte,1
nokte,pgp,eorpd,ecpa,fkgaj,pgp,1
rokte,pip,eortd,ecpd,fkiaj,ecpd,1
rokte,pip,eortd,ecpd,fkiaj,eortd,1
rokte,pip,eortd,ecpd,fkiaj,fkiaj,1
rokte,pip,eortd,ecpd,fkiaj,pip,1
rokte,pip,eortd,ecpd,fkiaj,rokte,1
qokte,fip,sortd,eipd,akiaj,akiaj,1
qokte,fip,sortd,eipd,akiaj,eipd,2
qokte,fip,sortd,eipd,akiaj,qokte,1
qokte,fip,sortd,eipd,akiaj,sortd,1
qoktb,iip,sortj,eipd,akjaj,akjaj,1
qoktb,iip,sortj,eipd,akjaj,eipd,2
qoktb,iip,sortj,eipd,akjaj,qoktb,1
qoktb,iip,sortj,eipd,akjaj,sortj,1
woktb,tip,gortj,zipd,aksaj,aksaj,1
woktb,tip,gortj,zipd,aksaj,gortj,1
woktb,tip,gortj,zipd,aksaj,tip,1
woktb,tip,gortj,zipd,aksaj,woktb,1
woktb,tip,gortj,zipd,aksaj,zipd,1
woktb,bip,gobtj,ziud,aksoj,aksoj,1
woktb,bip,gobtj,ziud,aksoj,bip,1
woktb,bip,gobtj,ziud,aksoj,gobtj,1
woktb,bip,gobtj,ziud,aksoj,woktb,1
woktb,bip,gobtj,ziud,aksoj,ziud,1
wyktb,bpp,gogtj,ziui,aksej,aksej,1
wyktb,bpp,gogtj,ziui,aksej,bpp,1
wyktb,bpp,gogtj,ziui,aksej,gogtj,1
wyktb,bpp,gogtj,ziui,aksej,wyktb,1
wyktb,bpp,gogtj,ziui,aksej,ziui,1
wyktq,bph,gogtr,zidi,aksgj,aksgj,1
wyktq,bph,gogtr,zidi,aksgj,bph,1
wyktq,bph,gogtr,zidi,aksgj,gogtr,1
wyktq,bph,gogtr,zidi,aksgj,wyktq,1
wyktq,bph,gogtr,zidi,aksgj,zidi,1
wyktq,bpi,gogjr,qidi,akqgj,akqgj,1
wyktq,bpi,gogjr,qidi,akqgj,bpi,1
wyktq,bpi,gogjr,qidi,akqgj,gogjr,1
wyktq,bpi,gogjr,qidi,akqgj,qidi,1
wyktq,bpi,gogjr,qidi,akqgj,wyktq,1
wykqq,mpi,gogtr,qvdi,akqbj,akqbj,1
wykqq,mpi,gogtr,qvdi,akqbj,gogtr,1
wykqq,mpi,gogtr,qvdi,akqbj,mpi,1
wykqq,mpi,gogtr,qvdi,akqbj,qvdi,1
wykqq,mpi,gogtr,qvdi,akqbj,wykqq,1
wykrq,msi,gygtr,qvqi,lkqbj,gygtr,1
wykrq,msi,gygtr,qvqi,lkqbj,lkqbj,1
wykrq,msi,gygtr,qvqi,lkqbj,msi,1
wykrq,msi,gygtr,qvqi,lkqbj,qvqi,1
wykrq,msi,gygtr,qvqi,lkqbj,wykrq,1
wydrq,myi,gygor,qvqs,lkkbj,gygor,1
wydrq,myi,gygor,qvqs,lkkbj,lkkbj,1
wydrq,myi,gygor,qvqs,lkkbj,myi,1
wydrq,myi,gygor,qvqs,lkkbj,qvqs,1
wydrq,myi,gygor,qvqs,lkkbj,wydrq,1
mydrq,iyi,oygor,qfqs,lskbj,iyi,1
mydrq,iyi,oygor,qfqs,lskbj,lskbj,1
mydrq,iyi,oygor,qfqs,lskbj,mydrq,1
mydrq,iyi,oygor,qfqs,lskbj,oygor,1
mydrq,iyi,oygor,qfqs,lskbj,qfqs,1
mndrq,iei,oygdr,vfqs,lsktj,iei,1
mndrq,iei,oygdr,vfqs,lsktj,lsktj,1
mndrq,iei,oygdr,vfqs,lsktj,mndrq,1
mndrq,iei,oygdr,vfqs,lsktj,oygdr,1
mndrq,iei,oygdr,vfqs,lsktj,vfqs,1
mnkrq,ici,oysdr,vsqs,lskuj,ici,1
mnkrq,ici,oysdr,vsqs,lskuj,lskuj,1
mnkrq,ici,oysdr,vsqs,lskuj,mnkrq,1
mnkrq,ici,oysdr,vsqs,lskuj,oysdr,1
mnkrq,ici,oysdr,vsqs,lskuj,vsqs,1
mxkrq,cci,oyydr,vpqs,lsmuj,cci,1
mxkrq,cci,oyydr,vpqs,lsmuj,lsmuj,1
mxkrq,cci,oyydr,vpqs,lsmuj,mxkrq,1
mxkrq,cci,oyydr,vpqs,lsmuj,oyydr,1
mxkrq,cci,oyydr,vpqs,lsmuj,vpqs,1
mxkwq,cmi,olydr,vpxs,lsmpj,cmi,1
mxkwq,cmi,olydr,vpxs,lsmpj,lsmpj,1
mxkwq,cmi,olydr,vpxs,lsmpj,mxkwq,1
mxkwq,cmi,olydr,vpxs,lsmpj,olydr,1
mxkwq,cmi,olydr,vpxs,lsmpj,vpxs,1
mxkwq,cfi,olydz,ppxs,lsypj,cfi,1
mxkwq,cfi,olydz,ppxs,lsypj,lsypj,1
mxkwq,cfi,olydz,ppxs,lsypj,mxkwq,1
mxkwq,cfi,olydz,ppxs,lsypj,olydz,1
mxkwq,cfi,olydz,ppxs,lsypj,ppxs,1
mxkwg,ofi,olydc,psxs,lsapj,lsapj,1
mxkwg,ofi,olydc,psxs,lsapj,mxkwg,1
mxkwg,ofi,olydc,psxs,lsapj,ofi,1
mxkwg,ofi,olydc,psxs,lsapj,olydc,1
mxkwg,ofi,olydc,psxs,lsapj,psxs,1
sxkwg,oqi,nlydc,pses,zsapj,nlydc,1
sxkwg,oqi,nlydc,pses,zsapj,oqi,1
sxkwg,oqi,nlydc,pses,zsapj,pses,1
sxkwg,oqi,nlydc,pses,zsapj,sxkwg,1
sxkwg,oqi,nlydc,pses,zsapj,zsapj,1
sxkwl,rqi,nlydn,phes,zsapk,nlydn,1
sxkwl,rqi,nlydn,phes,zsapk,phes,1
sxkwl,rqi,nlydn,phes,zsapk,rqi,1
sxkwl,rqi,nlydn,phes,zsapk,sxkwl,1
sxkwl,rqi,nlydn,phes,zsapk,zsapk,1
hxkwl,rri,nlgdn,phev,zsipk,hxkwl,1
hxkwl,rri,nlgdn,phev,zsipk,nlgdn,1
hxkwl,rri,nlgdn,phev,zsipk,phev,1
hxkwl,rri,nlgdn,phev,zsipk,rri,1
hxkwl,rri,nlgdn,phev,zsipk,zsipk,1
htkwl,iri,nlgwn,phes,zaipk,htkwl,1
htkwl,iri,nlgwn,phes,zaipk,iri,1
htkwl,iri,nlgwn,phes,zaipk,nlgwn,1
htkwl,iri,nlgwn,phes,zaipk,phes,1
htkwl,iri,nlgwn,phes,zaipk,zaipk,1
htkwl,iri,nlgwn,phes,zaipk,htkwl,1
htkwl,iri,nlgwn,phes,zaipk,iri,1
htkwl,iri,nlgwn,phes,zaipk,nlgwn,1
htkwl,iri,nlgwn,phes,zaipk,phes,1
htkwl,iri,nlgwn,phes,zaipk,zaipk,1
